#geneID	Treated_vs_Control
ENSMUSG00000029156	-0.6123
ENSMUSG00000029162	-0.0185
ENSMUSG00000029167	-0.5509
ENSMUSG00000029168	0.4767
ENSMUSG00000029169	-0.1190
ENSMUSG00000029171	-0.1119
ENSMUSG00000029173	0.0107
ENSMUSG00000029174	-0.4914
ENSMUSG00000029176	-0.0808
ENSMUSG00000029178	-0.1472
ENSMUSG00000029184	0.4424
ENSMUSG00000029186	0.1082
ENSMUSG00000029188	-1.4333
ENSMUSG00000029191	0.3731
ENSMUSG00000029193	-0.1866
ENSMUSG00000029195	0.1310
ENSMUSG00000029199	0.1348
ENSMUSG00000029201	0.0433
ENSMUSG00000029202	0.4879
ENSMUSG00000029203	0.2583
ENSMUSG00000029204	-0.2147
ENSMUSG00000029205	0.0243
ENSMUSG00000029209	0.0622
ENSMUSG00000029211	1.5234
ENSMUSG00000029212	0.6568
ENSMUSG00000029217	0.0038
ENSMUSG00000029223	-0.1766
ENSMUSG00000029227	0.2701
ENSMUSG00000029231	-0.3055
ENSMUSG00000029233	2.2133
ENSMUSG00000029236	-0.2966
ENSMUSG00000029238	0.2414
ENSMUSG00000029245	0.1918
ENSMUSG00000029246	0.7080
ENSMUSG00000029247	-1.0687
ENSMUSG00000029249	-0.6147
ENSMUSG00000029250	2.8595
ENSMUSG00000029255	1.5268
ENSMUSG00000029260	0.3728
ENSMUSG00000029263	0.0268
ENSMUSG00000029267	-0.0722
ENSMUSG00000029268	0.3745
ENSMUSG00000029272	0.4269
ENSMUSG00000029283	0.2570
ENSMUSG00000029299	-0.3685
ENSMUSG00000029304	-0.4724
ENSMUSG00000029306	-0.5236
ENSMUSG00000029307	0.2155
ENSMUSG00000029310	-0.2748
ENSMUSG00000029311	-0.1183
ENSMUSG00000029313	-0.1034
ENSMUSG00000029314	0.0476
ENSMUSG00000029319	0.0513
ENSMUSG00000029326	0.4157
ENSMUSG00000029330	-0.3342
ENSMUSG00000029334	0.0947
ENSMUSG00000029335	-0.0238
ENSMUSG00000029337	-0.0167
ENSMUSG00000029338	0.5699
ENSMUSG00000029361	0.7764
ENSMUSG00000029363	-0.3006
ENSMUSG00000029366	-0.2060
ENSMUSG00000029368	0.4731
ENSMUSG00000029370	-0.2707
ENSMUSG00000029371	-0.1612
ENSMUSG00000029372	0.0396
ENSMUSG00000029373	0.2390
ENSMUSG00000029375	1.3872
ENSMUSG00000029376	-0.0277
ENSMUSG00000029377	0.1372
ENSMUSG00000029378	-0.1264
ENSMUSG00000029379	-0.0490
ENSMUSG00000029380	0.4809
ENSMUSG00000029385	-0.2528
ENSMUSG00000029387	2.6247
ENSMUSG00000029388	-0.3038
ENSMUSG00000029394	1.9435
ENSMUSG00000029397	0.2926
ENSMUSG00000029408	2.5161
ENSMUSG00000029417	0.0990
ENSMUSG00000029426	2.4680
ENSMUSG00000029428	-0.0444
ENSMUSG00000029430	2.7928
ENSMUSG00000029431	-0.1373
ENSMUSG00000029433	-0.0923
ENSMUSG00000029434	-0.3617
ENSMUSG00000029436	-0.4521
ENSMUSG00000029437	0.1015
ENSMUSG00000029438	2.2403
ENSMUSG00000029440	0.2482
ENSMUSG00000029445	-0.4623
ENSMUSG00000029446	0.3995
ENSMUSG00000029454	-0.3072
ENSMUSG00000029455	-0.6247
ENSMUSG00000029458	0.2662
ENSMUSG00000029462	-0.0839
ENSMUSG00000029465	-0.1008
ENSMUSG00000029466	0.5581
ENSMUSG00000029467	0.4057
ENSMUSG00000029468	-0.7592
ENSMUSG00000029470	0.1450
ENSMUSG00000029471	1.2107
ENSMUSG00000029472	-0.0260
ENSMUSG00000029475	-0.0718
ENSMUSG00000029478	0.3626
ENSMUSG00000029482	0.6728
ENSMUSG00000029486	0.4452
ENSMUSG00000029491	0.1119
ENSMUSG00000029499	0.2918
ENSMUSG00000029500	-0.4030
ENSMUSG00000029503	-0.5940
ENSMUSG00000029505	2.2552
ENSMUSG00000029512	-1.6274
ENSMUSG00000029513	-0.0540
ENSMUSG00000029518	-0.3954
ENSMUSG00000029521	0.1503
ENSMUSG00000029522	0.3238
ENSMUSG00000029524	-0.5179
ENSMUSG00000029528	-0.3921
ENSMUSG00000029530	0.1527
ENSMUSG00000029536	-0.7693
ENSMUSG00000029538	0.0086
ENSMUSG00000029541	-0.1258
ENSMUSG00000029545	-0.2824
ENSMUSG00000029554	-0.1256
ENSMUSG00000029556	-0.2102
ENSMUSG00000029561	0.1539
ENSMUSG00000029570	-0.1467
ENSMUSG00000029575	-0.0642
ENSMUSG00000029576	-0.4995
ENSMUSG00000029577	0.3678
ENSMUSG00000029578	-1.1556
ENSMUSG00000029580	-0.4224
ENSMUSG00000029581	-0.2652
ENSMUSG00000029586	0.2302
ENSMUSG00000029591	-0.1267
ENSMUSG00000029592	-0.3163
ENSMUSG00000029595	-0.0768
ENSMUSG00000029596	-0.4326
ENSMUSG00000029597	-0.1229
ENSMUSG00000029602	0.5695
ENSMUSG00000029603	0.3354
ENSMUSG00000029605	-0.0736
ENSMUSG00000029613	-0.0051
ENSMUSG00000029614	0.2002
ENSMUSG00000029616	0.1753
ENSMUSG00000029617	-0.1046
ENSMUSG00000029621	0.8431
ENSMUSG00000029622	0.7271
ENSMUSG00000029625	-0.5255
ENSMUSG00000029630	0.5030
ENSMUSG00000029632	0.3175
ENSMUSG00000029636	-0.5165
ENSMUSG00000029642	2.4808
ENSMUSG00000029644	0.2812
ENSMUSG00000029646	-0.3240
ENSMUSG00000029647	0.0123
ENSMUSG00000029648	-0.3980
ENSMUSG00000029649	0.3449
ENSMUSG00000029656	0.6467
ENSMUSG00000029657	-0.1821
ENSMUSG00000029661	-0.3256
ENSMUSG00000029663	0.0526
ENSMUSG00000029670	-0.6812
ENSMUSG00000029671	1.3832
ENSMUSG00000029673	0.1572
ENSMUSG00000029674	0.2375
ENSMUSG00000029675	0.1768
ENSMUSG00000029678	-0.0895
ENSMUSG00000029679	2.7310
ENSMUSG00000029680	0.0940
ENSMUSG00000029681	2.2349
ENSMUSG00000029682	3.0840
ENSMUSG00000029683	-0.3709
ENSMUSG00000029684	-1.9854
ENSMUSG00000029686	-0.6120
ENSMUSG00000029687	0.1918
ENSMUSG00000029695	-0.1637
ENSMUSG00000029701	-1.0286
ENSMUSG00000029706	0.0751
ENSMUSG00000029710	-0.8468
ENSMUSG00000029711	-0.0873
ENSMUSG00000029712	2.7626
ENSMUSG00000029713	0.0939
ENSMUSG00000029715	-0.4964
ENSMUSG00000029716	0.2406
ENSMUSG00000029727	0.1930
ENSMUSG00000029730	0.3230
ENSMUSG00000029735	0.4147
ENSMUSG00000029752	-0.8279
ENSMUSG00000029755	0.1812
ENSMUSG00000029757	0.4808
ENSMUSG00000029761	-0.2794
ENSMUSG00000029762	0.2735
ENSMUSG00000029763	-0.2407
ENSMUSG00000029765	0.5491
ENSMUSG00000029771	0.4902
ENSMUSG00000029772	0.9369
ENSMUSG00000029776	-0.8021
ENSMUSG00000029777	0.3098
ENSMUSG00000029778	0.0951
ENSMUSG00000029780	0.0221
ENSMUSG00000029802	-0.5054
ENSMUSG00000029804	-0.3526
ENSMUSG00000029811	0.4000
ENSMUSG00000029813	-0.4953
ENSMUSG00000029817	-0.5370
ENSMUSG00000029819	-0.2783
ENSMUSG00000029821	0.6485
ENSMUSG00000029826	-0.2965
ENSMUSG00000029831	-0.0368
ENSMUSG00000029836	-0.2936
ENSMUSG00000029844	0.0327
ENSMUSG00000029859	0.2089
ENSMUSG00000029860	0.1457
ENSMUSG00000029863	0.0501
ENSMUSG00000029864	0.3311
ENSMUSG00000029868	-0.0378
ENSMUSG00000029869	0.1628
ENSMUSG00000029882	0.3145
ENSMUSG00000029910	-0.4060
ENSMUSG00000029911	0.1852
ENSMUSG00000029916	0.7201
ENSMUSG00000029917	0.0502
ENSMUSG00000029918	0.1780
ENSMUSG00000029919	0.2578
ENSMUSG00000029920	-0.2429
ENSMUSG00000029925	-0.3601
ENSMUSG00000029992	-0.5139
ENSMUSG00000029998	-0.0266
ENSMUSG00000029999	-0.3793
ENSMUSG00000030004	-0.0284
ENSMUSG00000030020	-0.1777
ENSMUSG00000030034	3.0181
ENSMUSG00000030036	-2.4025
ENSMUSG00000030037	0.1748
ENSMUSG00000030042	-0.2588
ENSMUSG00000030043	0.0957
ENSMUSG00000030045	-0.1231
ENSMUSG00000030046	0.1245
ENSMUSG00000030054	0.1461
ENSMUSG00000030056	0.0899
ENSMUSG00000030061	0.2276
ENSMUSG00000030062	-0.4870
ENSMUSG00000030067	0.1362
ENSMUSG00000030074	-0.1944
ENSMUSG00000030079	-0.0471
ENSMUSG00000030082	0.0998
ENSMUSG00000030084	-0.3051
ENSMUSG00000030088	0.0146
ENSMUSG00000030091	0.0271
ENSMUSG00000030093	-0.4026
ENSMUSG00000030094	-1.4141
ENSMUSG00000030095	0.0193
ENSMUSG00000030098	-1.6305
ENSMUSG00000030101	-2.4376
ENSMUSG00000030102	-0.2502
ENSMUSG00000030103	0.5541
ENSMUSG00000030104	-0.2521
ENSMUSG00000030105	-1.0773
ENSMUSG00000030108	0.3535
ENSMUSG00000030109	-0.2637
ENSMUSG00000030110	-0.1826
ENSMUSG00000030111	-0.1714
ENSMUSG00000030117	0.3065
ENSMUSG00000030137	-0.0919
ENSMUSG00000030138	0.3136
ENSMUSG00000030142	-0.2377
ENSMUSG00000030144	0.0424
ENSMUSG00000030147	0.2963
ENSMUSG00000030149	-0.0007
ENSMUSG00000030154	-1.0092
ENSMUSG00000030159	-1.2360
ENSMUSG00000030161	0.2179
ENSMUSG00000030162	-0.0639
ENSMUSG00000030165	-0.6183
ENSMUSG00000030166	0.2761
ENSMUSG00000030167	-0.0539
ENSMUSG00000030168	0.2179
ENSMUSG00000030170	0.4162
ENSMUSG00000030172	0.5523
ENSMUSG00000030173	0.1143
ENSMUSG00000030187	0.7770
ENSMUSG00000030188	0.2633
ENSMUSG00000030189	-0.3290
ENSMUSG00000030194	-0.8244
ENSMUSG00000030196	-0.3977
ENSMUSG00000030199	-0.8829
ENSMUSG00000030201	-0.1018
ENSMUSG00000030203	0.1718
ENSMUSG00000030208	1.4837
ENSMUSG00000030209	-0.2891
ENSMUSG00000030216	0.4013
ENSMUSG00000030220	-0.0585
ENSMUSG00000030225	-1.0123
ENSMUSG00000030228	-0.1430
ENSMUSG00000030230	0.2312
ENSMUSG00000030232	0.6879
ENSMUSG00000030235	0.7537
ENSMUSG00000030236	-0.2101
ENSMUSG00000030237	-0.3353
ENSMUSG00000030244	0.1113
ENSMUSG00000030246	-0.2016
ENSMUSG00000030247	0.4976
ENSMUSG00000030249	-0.5238
ENSMUSG00000030255	-0.1347
ENSMUSG00000030256	-0.7025
ENSMUSG00000030257	0.1461
ENSMUSG00000030265	-0.5752
ENSMUSG00000030268	-0.0257
ENSMUSG00000030269	-0.1625
ENSMUSG00000030271	-0.2693
ENSMUSG00000030272	0.0340
ENSMUSG00000030275	0.2170
ENSMUSG00000030278	0.2025
ENSMUSG00000030281	-0.0390
ENSMUSG00000030282	0.0181
ENSMUSG00000030283	0.6182
ENSMUSG00000030287	-0.2369
ENSMUSG00000030298	-0.6045
ENSMUSG00000030302	-0.1121
ENSMUSG00000030303	0.2076
ENSMUSG00000030307	-0.1997
ENSMUSG00000030310	0.1034
ENSMUSG00000030314	0.3809
ENSMUSG00000030322	0.4010
ENSMUSG00000030324	-0.3766
ENSMUSG00000030325	0.5660
ENSMUSG00000030335	-0.2031
ENSMUSG00000030336	0.0441
ENSMUSG00000030337	-0.0218
ENSMUSG00000030339	-0.0911
ENSMUSG00000030340	-0.0162
ENSMUSG00000030341	0.0997
ENSMUSG00000030342	-0.2355
ENSMUSG00000030353	-0.0950
ENSMUSG00000030357	0.3932
ENSMUSG00000030361	0.4796
ENSMUSG00000030364	-0.6389
ENSMUSG00000030376	-0.2903
ENSMUSG00000030378	-0.4102
ENSMUSG00000030382	0.1093
ENSMUSG00000030399	-0.3434
ENSMUSG00000030400	2.6991
ENSMUSG00000030403	-0.3143
ENSMUSG00000030406	-0.2241
ENSMUSG00000030423	-2.3797
ENSMUSG00000030427	0.2313
ENSMUSG00000030432	0.0679
ENSMUSG00000030435	0.2338
ENSMUSG00000030447	0.7714
ENSMUSG00000030451	-0.0725
ENSMUSG00000030465	0.2734
ENSMUSG00000030468	-0.5662
ENSMUSG00000030470	0.4697
ENSMUSG00000030483	0.4758
ENSMUSG00000030492	0.1489
ENSMUSG00000030493	-0.1431
ENSMUSG00000030500	0.2018
ENSMUSG00000030510	-0.2990
ENSMUSG00000030512	-0.2924
ENSMUSG00000030513	-0.1632
ENSMUSG00000030515	0.4189
ENSMUSG00000030516	0.1774
ENSMUSG00000030521	0.2706
ENSMUSG00000030525	-0.5394
ENSMUSG00000030527	0.0747
ENSMUSG00000030528	-0.3405
ENSMUSG00000030530	-0.7834
ENSMUSG00000030532	-0.0140
ENSMUSG00000030536	-0.3748
ENSMUSG00000030539	0.0065
ENSMUSG00000030541	-0.2619
ENSMUSG00000030545	-0.2067
ENSMUSG00000030546	0.0213
ENSMUSG00000030557	-0.1438
ENSMUSG00000030560	2.2498
ENSMUSG00000030562	0.2966
ENSMUSG00000030577	0.0399
ENSMUSG00000030579	0.2015
ENSMUSG00000030583	0.5243
ENSMUSG00000030584	2.3276
ENSMUSG00000030589	-0.3750
ENSMUSG00000030591	0.4182
ENSMUSG00000030592	0.7510
ENSMUSG00000030595	0.4738
ENSMUSG00000030602	0.3526
ENSMUSG00000030603	-0.0317
ENSMUSG00000030605	-0.0932
ENSMUSG00000030610	-0.3634
ENSMUSG00000030611	0.4418
ENSMUSG00000030612	-0.7719
ENSMUSG00000030619	0.5246
ENSMUSG00000030621	-0.1355
ENSMUSG00000030630	0.5167
ENSMUSG00000030638	-0.3585
ENSMUSG00000030647	-0.4513
ENSMUSG00000030649	-0.0912
ENSMUSG00000030651	-0.0845
ENSMUSG00000030652	0.7133
ENSMUSG00000030653	-0.3518
ENSMUSG00000030655	0.1755
ENSMUSG00000030657	0.0350
ENSMUSG00000030660	0.3165
ENSMUSG00000030662	-0.3656
ENSMUSG00000030666	-0.1358
ENSMUSG00000030669	0.0051
ENSMUSG00000030670	0.3033
ENSMUSG00000030671	-0.1814
ENSMUSG00000030672	0.1674
ENSMUSG00000030674	-0.0190
ENSMUSG00000030677	0.1884
ENSMUSG00000030682	-0.8434
ENSMUSG00000030689	2.8003
ENSMUSG00000030695	-0.1338
ENSMUSG00000030697	-0.1680
ENSMUSG00000030703	-0.1670
ENSMUSG00000030706	-0.5441
ENSMUSG00000030707	0.2755
ENSMUSG00000030711	-0.3564
ENSMUSG00000030717	-0.6297
ENSMUSG00000030720	2.3729
ENSMUSG00000030724	0.0115
ENSMUSG00000030725	-0.7256
ENSMUSG00000030726	0.4471
ENSMUSG00000030729	0.0372
ENSMUSG00000030730	-0.1445
ENSMUSG00000030733	0.6631
ENSMUSG00000030737	0.2443
ENSMUSG00000030739	0.4001
ENSMUSG00000030742	0.5746
ENSMUSG00000030744	0.3783
ENSMUSG00000030745	0.6224
ENSMUSG00000030747	0.4602
ENSMUSG00000030748	0.0021
ENSMUSG00000030751	0.0822
ENSMUSG00000030759	0.2593
ENSMUSG00000030760	0.0840
ENSMUSG00000030761	-0.8860
ENSMUSG00000030762	0.0121
ENSMUSG00000030766	-0.6595
ENSMUSG00000030768	-0.0857
ENSMUSG00000030770	0.1752
ENSMUSG00000030774	0.2935
ENSMUSG00000030785	0.7412
ENSMUSG00000030786	0.0472
ENSMUSG00000030789	-0.1665
ENSMUSG00000030790	-0.2146
ENSMUSG00000030793	-0.1370
ENSMUSG00000030795	0.1071
ENSMUSG00000030796	-0.5881
ENSMUSG00000030798	0.0974
ENSMUSG00000030800	-0.4968
ENSMUSG00000030805	-0.0681
ENSMUSG00000030806	0.2139
ENSMUSG00000030814	0.0565
ENSMUSG00000030815	0.1734
ENSMUSG00000030825	-0.2816
ENSMUSG00000030826	0.6017
ENSMUSG00000030827	0.0817
ENSMUSG00000030830	-0.1183
ENSMUSG00000030834	-0.3760
ENSMUSG00000030842	-0.2909
ENSMUSG00000030849	-0.2738
ENSMUSG00000030851	0.1739
ENSMUSG00000030854	-0.1416
ENSMUSG00000030861	0.3411
ENSMUSG00000030867	0.8407
ENSMUSG00000030868	0.5275
ENSMUSG00000030869	0.0458
ENSMUSG00000030871	-0.1801
ENSMUSG00000030872	-0.2805
ENSMUSG00000030873	0.4391
ENSMUSG00000030879	0.2910
ENSMUSG00000030880	2.1444
ENSMUSG00000030884	0.3172
ENSMUSG00000030890	-0.2793
ENSMUSG00000030894	2.7403
ENSMUSG00000030897	-0.9781
ENSMUSG00000030898	0.3597
ENSMUSG00000030924	2.5754
ENSMUSG00000030930	0.5534
ENSMUSG00000030934	0.5683
ENSMUSG00000030935	0.1707
ENSMUSG00000030945	-0.2983
ENSMUSG00000030946	-0.0714
ENSMUSG00000030966	0.2273
ENSMUSG00000030970	0.2972
ENSMUSG00000030972	-0.1750
ENSMUSG00000030978	0.2793
ENSMUSG00000030979	-0.2971
ENSMUSG00000030987	-0.1395
ENSMUSG00000030990	-0.3084
ENSMUSG00000031007	0.3216
ENSMUSG00000031012	0.3605
ENSMUSG00000031016	-0.6080
ENSMUSG00000031059	0.3364
ENSMUSG00000031073	-0.3099
ENSMUSG00000031074	-0.0514
ENSMUSG00000031077	0.0250
ENSMUSG00000031078	0.5265
ENSMUSG00000031090	-0.6350
ENSMUSG00000031095	0.6696
ENSMUSG00000031097	0.0783
ENSMUSG00000031099	-1.7860
ENSMUSG00000031111	-1.4678
ENSMUSG00000031119	-0.5648
ENSMUSG00000031130	-0.2975
ENSMUSG00000031132	0.5822
ENSMUSG00000031133	0.2529
ENSMUSG00000031134	-0.6257
ENSMUSG00000031138	0.1507
ENSMUSG00000031142	0.0725
ENSMUSG00000031145	-0.4761
ENSMUSG00000031154	-0.7054
ENSMUSG00000031155	0.3610
ENSMUSG00000031157	0.1625
ENSMUSG00000031161	-0.3037
ENSMUSG00000031165	-0.1355
ENSMUSG00000031168	0.0586
ENSMUSG00000031169	-0.4500
ENSMUSG00000031170	0.8036
ENSMUSG00000031173	-0.0890
ENSMUSG00000031176	-0.3283
ENSMUSG00000031196	0.1712
ENSMUSG00000031200	-0.8599
ENSMUSG00000031201	-0.2088
ENSMUSG00000031202	-0.0883
ENSMUSG00000031207	0.4384
ENSMUSG00000031209	0.1228
ENSMUSG00000031212	-0.1676
ENSMUSG00000031217	-0.1959
ENSMUSG00000031220	0.4433
ENSMUSG00000031221	0.0927
ENSMUSG00000031229	-0.3523
ENSMUSG00000031230	0.8308
ENSMUSG00000031231	0.1727
ENSMUSG00000031232	2.6255
ENSMUSG00000031233	-0.0803
ENSMUSG00000031242	-0.3061
ENSMUSG00000031256	-0.4861
ENSMUSG00000031257	0.3011
ENSMUSG00000031264	-0.1218
ENSMUSG00000031266	1.8589
ENSMUSG00000031271	0.1462
ENSMUSG00000031273	-0.0117
ENSMUSG00000031274	0.4254
ENSMUSG00000031278	-0.2758
ENSMUSG00000031284	-0.3703
ENSMUSG00000031286	2.0106
ENSMUSG00000031289	-0.3488
ENSMUSG00000031295	-0.0070
ENSMUSG00000031299	-0.1818
ENSMUSG00000031302	-0.1969
ENSMUSG00000031304	0.1652
ENSMUSG00000031309	-0.6478
ENSMUSG00000031314	2.7785
ENSMUSG00000031320	0.1447
ENSMUSG00000031328	-0.4526
ENSMUSG00000031333	-0.3615
ENSMUSG00000031337	-0.1873
ENSMUSG00000031340	0.7025
ENSMUSG00000031343	0.1702
ENSMUSG00000031344	-0.1316
ENSMUSG00000031347	0.2834
ENSMUSG00000031349	0.1980
ENSMUSG00000031352	-0.1954
ENSMUSG00000031353	2.5897
ENSMUSG00000031360	-0.0222
ENSMUSG00000031364	-0.8609
ENSMUSG00000031367	2.9766
ENSMUSG00000031373	2.3175
ENSMUSG00000031375	0.2068
ENSMUSG00000031376	0.4879
ENSMUSG00000031378	-1.8130
ENSMUSG00000031380	0.7674
ENSMUSG00000031381	-0.3525
ENSMUSG00000031383	-0.6645
ENSMUSG00000031385	-0.0061
ENSMUSG00000031386	0.6149
ENSMUSG00000031387	-0.0471
ENSMUSG00000031390	1.4236
ENSMUSG00000031391	-0.2181
ENSMUSG00000031392	-0.0663
ENSMUSG00000031397	0.5706
ENSMUSG00000031398	-0.9290
ENSMUSG00000031400	0.7062
ENSMUSG00000031403	-0.5450
ENSMUSG00000031410	-0.1631
ENSMUSG00000031422	-2.8739
ENSMUSG00000031424	-0.2998
ENSMUSG00000031432	0.4609
ENSMUSG00000031441	0.2003
ENSMUSG00000031443	0.6158
ENSMUSG00000031444	0.5280
ENSMUSG00000031446	-0.1423
ENSMUSG00000031447	-2.8920
ENSMUSG00000031449	-0.3757
ENSMUSG00000031450	0.3544
ENSMUSG00000031451	-0.2519
ENSMUSG00000031453	0.0637
ENSMUSG00000031461	0.8431
ENSMUSG00000031465	0.2110
ENSMUSG00000031467	0.1678
ENSMUSG00000031471	0.7302
ENSMUSG00000031479	1.4577
ENSMUSG00000031488	0.0217
ENSMUSG00000031489	-0.1323
ENSMUSG00000031490	-0.3895
ENSMUSG00000031491	0.3876
ENSMUSG00000031492	-0.1308
ENSMUSG00000031494	0.4485
ENSMUSG00000031495	-0.8217
ENSMUSG00000031497	0.2021
ENSMUSG00000031502	-0.0418
ENSMUSG00000031503	0.2060
ENSMUSG00000031506	0.4667
ENSMUSG00000031511	-0.0035
ENSMUSG00000031516	0.3068
ENSMUSG00000031520	0.2573
ENSMUSG00000031521	2.4124
ENSMUSG00000031530	-0.0283
ENSMUSG00000031533	-0.1828
ENSMUSG00000031535	-0.0733
ENSMUSG00000031536	-0.0143
ENSMUSG00000031537	-0.2903
ENSMUSG00000031538	-0.0582
ENSMUSG00000031539	2.2808
ENSMUSG00000031540	1.2384
ENSMUSG00000031543	0.0540
ENSMUSG00000031545	0.0590
ENSMUSG00000031548	0.5357
ENSMUSG00000031549	-0.2393
ENSMUSG00000031551	0.0876
ENSMUSG00000031555	0.0707
ENSMUSG00000031558	2.0794
ENSMUSG00000031562	0.6551
ENSMUSG00000031565	-0.1568
ENSMUSG00000031570	0.1279
ENSMUSG00000031574	-0.2280
ENSMUSG00000031575	-0.0857
ENSMUSG00000031576	-0.1059
ENSMUSG00000031584	0.5099
ENSMUSG00000031585	0.2332
ENSMUSG00000031591	-2.6235
ENSMUSG00000031600	0.0748
ENSMUSG00000031601	0.4212
ENSMUSG00000031603	-0.2212
ENSMUSG00000031604	-0.6834
ENSMUSG00000031608	0.1608
ENSMUSG00000031609	-0.2765
ENSMUSG00000031613	-0.1774
ENSMUSG00000031616	-0.0696
ENSMUSG00000031618	0.5734
ENSMUSG00000031628	-0.3574
ENSMUSG00000031633	0.2310
ENSMUSG00000031636	1.7406
ENSMUSG00000031639	-0.1608
ENSMUSG00000031641	-0.0201
ENSMUSG00000031645	-0.0109
ENSMUSG00000031659	0.3455
ENSMUSG00000031660	1.9176
ENSMUSG00000031661	-0.2319
ENSMUSG00000031666	0.0218
ENSMUSG00000031668	-0.1173
ENSMUSG00000031672	-0.1894
ENSMUSG00000031681	0.1151
ENSMUSG00000031683	-0.2798
ENSMUSG00000031691	-0.8062
ENSMUSG00000031696	0.0061
ENSMUSG00000031697	0.4326
ENSMUSG00000031698	0.1967
ENSMUSG00000031700	-0.0061
ENSMUSG00000031701	0.0113
ENSMUSG00000031708	-0.3714
ENSMUSG00000031710	-0.0190
ENSMUSG00000031712	0.3561
ENSMUSG00000031714	-0.1118
ENSMUSG00000031715	2.5768
ENSMUSG00000031725	-0.0616
ENSMUSG00000031729	0.3392
ENSMUSG00000031730	-0.3283
ENSMUSG00000031731	2.6022
ENSMUSG00000031732	0.5259
ENSMUSG00000031740	0.3811
ENSMUSG00000031748	-0.1980
ENSMUSG00000031749	0.3159
ENSMUSG00000031750	-0.1215
ENSMUSG00000031751	-0.0056
ENSMUSG00000031754	0.5000
ENSMUSG00000031762	0.3190
ENSMUSG00000031765	0.6068
ENSMUSG00000031766	0.0769
ENSMUSG00000031767	0.3993
ENSMUSG00000031770	-0.2744
ENSMUSG00000031778	0.1976
ENSMUSG00000031779	-0.6860
ENSMUSG00000031780	-0.3296
ENSMUSG00000031783	0.5228
ENSMUSG00000031788	0.2544
ENSMUSG00000031789	-0.0665
ENSMUSG00000031790	-0.2559
ENSMUSG00000031799	1.3755
ENSMUSG00000031803	-0.0198
ENSMUSG00000031805	-0.2525
ENSMUSG00000031807	-0.3889
ENSMUSG00000031808	-0.2363
ENSMUSG00000031812	-0.0760
ENSMUSG00000031813	-0.1653
ENSMUSG00000031818	-0.6600
ENSMUSG00000031820	-0.7443
ENSMUSG00000031834	-0.3404
ENSMUSG00000031835	0.4834
ENSMUSG00000031838	0.1581
ENSMUSG00000031840	0.4026
ENSMUSG00000031842	0.3257
ENSMUSG00000031843	0.1176
ENSMUSG00000031844	-0.1144
ENSMUSG00000031845	0.2652
ENSMUSG00000031848	-0.4969
ENSMUSG00000031849	0.0773
ENSMUSG00000031851	-0.1926
ENSMUSG00000031853	0.1839
ENSMUSG00000031858	-0.5363
ENSMUSG00000031861	-0.6651
ENSMUSG00000031865	0.8264
ENSMUSG00000031870	0.0530
ENSMUSG00000031871	0.1676
ENSMUSG00000031872	0.2539
ENSMUSG00000031877	0.1988
ENSMUSG00000031878	-0.3761
ENSMUSG00000031883	2.4580
ENSMUSG00000031886	-0.1418
ENSMUSG00000031887	-0.0347
ENSMUSG00000031891	-0.0895
ENSMUSG00000031896	-0.2364
ENSMUSG00000031897	-0.4096
ENSMUSG00000031902	0.0635
ENSMUSG00000031903	3.0177
ENSMUSG00000031906	0.1934
ENSMUSG00000031913	0.0743
ENSMUSG00000031918	0.1215
ENSMUSG00000031925	1.2278
ENSMUSG00000031928	-0.0683
ENSMUSG00000031930	1.1767
ENSMUSG00000031932	-0.0666
ENSMUSG00000031934	-0.2080
ENSMUSG00000031935	0.0756
ENSMUSG00000031936	-1.3172
ENSMUSG00000031948	0.0526
ENSMUSG00000031950	0.1397
ENSMUSG00000031952	-0.1664
ENSMUSG00000031955	-0.3094
ENSMUSG00000031957	0.1998
ENSMUSG00000031958	-0.0520
ENSMUSG00000031959	-0.2947
ENSMUSG00000031960	0.3238
ENSMUSG00000031962	0.1848
ENSMUSG00000031967	0.6360
ENSMUSG00000031969	-0.3827
ENSMUSG00000031972	0.0933
ENSMUSG00000031974	1.0890
ENSMUSG00000031980	-0.3450
ENSMUSG00000031985	-0.2595
ENSMUSG00000031987	0.1850
ENSMUSG00000031988	-0.1697
ENSMUSG00000031990	-0.5353
ENSMUSG00000031995	0.3112
ENSMUSG00000031997	0.1843
ENSMUSG00000032000	0.4270
ENSMUSG00000032006	-1.5685
ENSMUSG00000032009	0.0225
ENSMUSG00000032011	0.0062
ENSMUSG00000032012	-0.5233
ENSMUSG00000032015	-0.2140
ENSMUSG00000032017	0.5808
ENSMUSG00000032018	-0.4765
ENSMUSG00000032021	0.1406
ENSMUSG00000032024	-0.0476
ENSMUSG00000032026	2.1965
ENSMUSG00000032030	-0.2884
ENSMUSG00000032034	-0.1355
ENSMUSG00000032035	0.1730
ENSMUSG00000032036	0.2352
ENSMUSG00000032038	2.4852
ENSMUSG00000032040	-0.6571
ENSMUSG00000032041	1.0750
ENSMUSG00000032042	0.4766
ENSMUSG00000032047	-0.0645
ENSMUSG00000032050	-0.6034
ENSMUSG00000032056	-0.2224
ENSMUSG00000032058	0.4318
ENSMUSG00000032059	2.5996
ENSMUSG00000032060	0.8942
ENSMUSG00000032067	0.3661
ENSMUSG00000032076	0.1993
ENSMUSG00000032079	0.2068
ENSMUSG00000032080	0.1880
ENSMUSG00000032081	-1.3070
ENSMUSG00000032083	0.0726
