#compound	T00h	T02h	T06h	T12h	T18h	T24h
C04563	0.4113	0.4879	-0.3734	-0.4398	0.5329	-0.0658
C04573	-0.0765	0.0459	0.2282	-0.1989	0.4099	0.2166
C04574	-0.0874	-0.5411	-0.7373	-0.0288	-0.7886	-1.5040
C04575	-0.2892	-0.1373	0.1943	-0.1973	0.3717	-0.3384
C04577	0.6927	0.0954	0.3826	-0.1138	-1.0403	0.1866
C04578	-0.0647	-0.0534	-0.2664	0.1414	-0.0116	-0.3258
C04579	0.6296	-0.3141	0.3781	-0.4427	0.1060	-0.1340
C04582	0.0481	0.0791	0.0526	0.1963	-0.4340	-0.1384
C04590	-0.1386	-0.0728	0.5578	0.3801	-0.4118	-0.0153
C04592	-0.2812	-1.0440	0.3113	-0.5182	0.6108	0.4214
C04593	-0.2175	-0.3146	0.3774	-0.0874	-0.0690	-0.2711
C04598	0.0529	-0.0872	-0.2085	0.1812	0.2976	-0.1006
C04599	-0.2747	0.3161	0.6464	-0.0775	0.6860	0.5910
C04604	0.1320	-0.3911	0.2167	0.1261	-0.0544	0.6363
C04613	-0.7396	-0.4700	-0.1199	0.0868	0.3516	-0.5988
C04618	0.1565	0.7986	-0.3940	-0.4281	-0.4659	0.6199
C04619	-0.0087	0.1338	-0.2843	0.0008	-0.0786	-0.0316
C04620	-0.0813	0.3488	0.0109	0.7750	0.1326	-0.6920
C04623	-0.1085	0.0197	0.0477	-0.1501	0.4603	-0.3347
C04628	0.0578	0.1953	0.0333	0.1104	-0.2767	-0.6006
C04630	1.0304	0.9871	2.0634	1.9347	1.8998	2.2078
C04631	0.0903	-0.0165	0.0188	-0.3769	-0.8339	0.5291
C04633	-0.1926	0.1268	0.1161	-0.4037	-0.0897	-0.0041
C04635	0.0537	0.3504	-0.1002	-0.0863	0.1299	0.3680
C04637	-0.3916	-0.8632	-1.2354	-1.0137	-1.4339	-1.2328
C04638	0.1344	-0.0723	0.0247	-0.1728	0.1388	-0.2252
C04640	-0.6792	-0.9931	-0.9092	-0.9863	-0.9598	-1.6311
C04642	-0.1428	-0.5610	0.0833	0.5111	0.1712	-0.3503
C04646	-0.0235	-0.3401	0.1078	0.7542	0.2491	0.1871
C04650	-0.3530	-0.3577	-1.1663	-0.5686	-0.9670	-1.4295
C04652	0.0947	0.4506	0.2443	-0.3174	0.1310	0.6871
C04666	0.3268	0.7054	-0.0291	-0.0246	-0.5247	-0.4636
C04671	-0.4732	-0.0591	-0.0033	0.6040	0.0621	0.7394
C04672	0.2281	0.2903	-0.1034	-0.5613	-0.7459	-0.0672
C04676	-0.1751	-0.3380	0.1025	0.3087	0.6131	0.4304
C04677	0.6100	0.0349	-0.0308	0.1212	-0.0225	-0.4898
C04688	-0.1509	0.4976	-0.1988	-0.3402	0.0212	0.6285
C04690	0.0908	-0.2111	0.2978	0.1203	-0.2247	0.2900
C04691	-0.0199	-0.0392	-0.1924	-0.1853	-0.1966	0.2639
C04702	-0.1284	0.2542	0.2956	-0.1019	0.4265	0.5613
C04706	-0.5342	0.4498	-0.2457	0.1086	-0.0468	0.0432
C04707	-0.2971	0.4548	-0.0261	0.0649	-0.2752	-0.0255
C04717	0.2158	-0.0717	-0.2639	0.3548	-0.2505	-0.7396
C04722	-0.5326	-0.2793	0.6158	0.1175	-0.7086	-0.0654
C04729	-0.1643	0.3665	-0.4318	-0.1484	-0.4553	-0.4049
C04730	1.8621	1.0271	1.7450	2.0016	2.5123	2.7996
C04732	0.1685	-0.0866	-0.3263	0.0205	-0.0162	0.0414
C04734	-0.0361	0.1000	0.2926	-0.4576	0.1165	-0.1497
C04737	0.6484	0.3600	0.2586	0.2792	-0.3304	-0.1203
C04738	0.1783	-0.0876	-0.0623	0.0292	0.4666	0.4340
C04742	0.6043	0.1703	0.0003	-0.1041	-0.8408	0.0371
C04748	0.1370	-0.1143	0.1548	0.7402	-0.0481	0.0717
C04751	0.2051	-0.5068	-0.6085	0.4911	0.7578	0.1195
C04752	-0.1465	0.5482	-0.0793	0.2520	0.1526	0.1393
C04756	0.5350	-0.2619	-0.1064	-0.2555	0.2008	0.0012
C04758	-0.1815	-0.1046	-0.3090	-0.4596	0.2080	0.2554
C04767	-0.5484	-0.0130	-0.3287	0.0549	0.7248	-0.1866
C04773	0.2287	0.1173	0.1796	-0.0360	-0.4090	-0.2261
C04778	0.6688	-0.0730	0.1384	-0.2727	-0.3155	-0.2185
C04780	-0.0652	0.4338	0.4350	0.7652	-0.3385	0.0469
C04783	-0.0806	0.0015	0.3519	0.8200	0.3708	-0.1159
C04785	0.7029	0.2016	0.2538	-0.0150	-0.0281	0.2647
C04793	-0.3168	-0.7650	0.4817	0.4200	0.1255	0.3228
C04796	0.3909	0.0993	0.1067	0.5172	-0.2971	-0.2868
C04797	-0.4597	-0.0850	-0.3254	-0.5638	0.1973	0.9210
C04805	0.5877	-0.3577	-0.1077	0.1320	0.3833	-0.4835
C04807	-0.0826	-0.0529	-0.0303	0.3215	0.8503	-0.2529
C04822	0.1766	0.6118	-0.1326	-0.5110	0.2908	-0.1532
C04823	-0.0091	0.1752	0.0121	0.6058	-0.0122	0.3735
C04824	0.0379	-0.8045	-0.4903	-0.7205	0.1374	0.3625
C04831	-0.2430	0.1606	0.9458	0.2322	0.0718	0.1180
C04832	-0.6170	0.0854	0.3468	-0.2388	0.5440	-0.1447
C04835	0.0625	0.6940	0.0454	0.1122	-0.7314	0.2014
C04844	-0.2838	0.4704	0.1006	-0.4247	-0.2743	-0.4046
C04851	-0.0058	-0.1135	0.1589	0.2083	0.0615	-0.4583
C04853	-0.0705	-0.1616	0.4796	-0.2248	0.2806	0.4281
C04872	0.2135	-0.0698	-0.2777	0.1938	-0.5106	-0.6667
C04874	-0.0501	0.6958	0.1182	0.4673	0.0524	0.3003
C04877	0.0636	0.0753	0.3149	0.5980	-0.0778	0.5250
C04882	-0.9324	-0.4739	0.0111	0.3109	0.2235	0.2663
C04884	0.2467	-0.4488	0.0906	-0.0700	0.2371	-0.2755
C04895	-0.2676	0.1707	-0.0486	0.1948	-0.3177	0.2331
C04896	0.0621	-0.5953	0.2624	-0.2952	-0.3886	0.4639
C04911	-1.8923	-1.1766	-1.2730	-2.1899	-2.7597	-2.3127
C04916	0.1033	-0.0290	-0.3794	-0.0765	0.5916	-0.1143
C04919	-0.0872	-0.2544	-0.2609	0.6120	0.0820	0.1398
C04927	-0.4126	0.6095	-0.5463	0.1170	0.1917	-0.1921
C04932	0.0866	0.1520	-0.0513	-0.2030	-0.2415	0.2157
C05005	-0.5500	-0.1538	0.2189	0.1328	-0.0106	0.1471
C05011	0.3548	0.4704	-0.3414	0.3625	0.1202	-0.1795
C05080	0.0140	0.1909	0.0365	-0.0979	0.5558	-0.0963
C05102	-0.3112	0.5507	0.5863	0.7638	-0.3676	0.4407
C05103	-0.5920	-0.0910	0.1399	-0.0399	-0.0191	0.3159
C05107	0.0290	0.1565	-0.3627	-0.5832	-0.6062	-0.5603
C05108	0.0627	-0.4097	0.0281	-0.1574	-0.3127	0.0316
C05109	-0.0425	0.1438	-0.3395	-0.5653	-0.8532	0.3296
C05113	0.1802	0.1929	-0.6806	-0.3458	-0.3371	-0.2195
C05122	0.6169	1.4546	1.7447	2.5385	2.1915	2.6957
C05123	-0.0495	0.0848	0.0292	-0.2059	0.3939	0.3505
C05125	-0.2005	0.4052	-0.4301	0.4177	0.2247	0.2896
C05127	0.2021	-0.2236	0.2189	0.5237	-0.3334	-0.0078
C05130	0.0400	0.2236	-0.3690	0.1082	0.3691	0.7580
C05131	-0.1491	0.6840	-0.2822	-0.0618	-0.4447	-0.5082
C05133	0.4002	-0.3288	0.0558	-0.0830	0.4547	0.0228
C05135	0.1749	0.2494	-0.2940	0.1107	0.0739	0.1207
C05138	-0.2795	0.3035	-0.3037	-0.0309	-0.0641	0.1422
C05139	-0.2375	0.4101	-0.2435	0.0525	-0.9056	0.1524
C05140	-0.5053	0.5042	0.0164	-0.0970	-0.2926	0.1277
C05141	-0.6890	-0.3496	-0.6817	-0.5030	0.0538	-0.0008
C05143	-0.2754	-0.5647	-0.0629	0.3929	0.2857	0.4160
C05144	-0.5689	-0.9649	-0.8198	-0.7941	-1.5710	-0.5782
C05147	-0.0213	-0.5381	0.3038	0.3779	-0.3399	0.3469
C05151	-0.3163	-0.8949	-1.6107	-1.1836	-0.6973	-1.3778
C05161	-0.2114	-0.3264	-0.2677	-0.3698	-0.0006	0.6898
C05172	0.6059	-0.1188	0.5795	0.2157	0.2677	-0.2488
C05174	-0.4554	-0.3354	0.1504	0.1884	0.5807	-0.1486
C05175	0.2257	0.1169	0.0488	-0.7717	-0.3677	-0.2349
C05176	0.0125	-0.1377	0.7883	0.0797	-0.1430	-0.6723
C05178	-0.4729	0.2327	0.6222	0.3705	0.1708	0.2059
C05179	-0.0315	-0.1027	0.0796	0.0998	0.2735	1.1068
C05189	0.9356	0.0976	0.3322	0.3273	0.7436	1.3717
C05190	0.9015	-0.2175	0.2242	-0.1996	0.3050	0.0648
C05191	-0.3813	0.0386	-0.3700	-0.4159	-0.4429	0.2371
C05193	0.0364	-0.0204	0.1563	0.1414	-0.4288	0.5449
C05194	0.1659	-0.7013	0.3580	-0.5159	-0.0625	-0.3999
C05202	0.1804	0.4340	-0.6214	-0.2609	-0.2676	0.1945
C05212	0.0475	-0.4619	-0.1922	-0.0589	0.0393	-0.2289
C05220	-0.0445	-0.6246	0.4407	-0.3424	-0.1593	-0.1519
C05223	0.1290	0.1319	0.3471	0.1067	0.0981	0.1274
C05231	0.2313	-0.0824	0.1756	-0.0542	0.1623	0.3689
C05235	-0.2846	0.0348	-0.3665	0.5199	-0.0241	0.0276
C05239	0.0958	-0.3412	-0.0495	-0.5522	0.1134	0.4909
C05247	0.0429	0.4103	0.0021	-0.0826	0.4027	-0.2926
C05258	0.3710	0.6943	-0.3546	0.3571	0.2469	0.7772
C05259	0.2443	0.7332	-0.8505	0.3338	0.0433	-0.1551
C05260	0.0593	-0.1568	0.2056	-0.0763	-0.1619	-0.0714
C05261	-0.4319	0.4746	-0.2157	-0.0175	0.5106	0.7504
C05262	0.0428	0.2188	0.3349	-0.2307	-0.1128	0.2445
C05263	0.1215	0.0341	-0.1269	0.3442	0.0548	0.2800
C05264	-0.1868	-0.3047	0.1360	-0.1056	0.2335	-0.1735
C05265	0.0196	0.0383	-0.5668	-0.4833	-0.0827	0.1974
C05266	-0.1091	0.0312	0.1365	0.2377	0.5383	-0.8244
C05267	-0.7392	-1.0491	-1.0733	-1.2193	-1.1518	-0.6776
C05268	0.0069	0.0800	-0.4510	0.2121	-0.0946	-0.1626
C05269	0.1825	0.1197	0.4379	-0.0533	0.3256	-0.1366
C05270	-0.1234	-0.0206	0.1739	0.0552	-0.0046	0.3286
C05271	0.0140	-0.0365	-0.3849	-0.0498	0.4743	-0.4351
C05272	0.1782	-0.0956	0.3193	0.0845	-0.1592	-0.0725
C05273	0.0964	-0.0249	-0.2395	0.3246	0.7709	-0.1143
C05274	0.2972	-0.3796	-0.0555	-0.3624	0.1015	0.3009
C05275	-0.6613	0.4536	0.0214	0.1522	-0.6532	-0.4697
C05276	-0.0902	-0.2648	0.1696	0.1983	-0.6262	-0.4615
C05279	-0.2035	0.3240	0.4202	-0.4977	0.0463	-0.5800
C05280	-0.0314	0.2640	0.3947	-0.1764	0.6748	0.2355
C05281	0.2285	-0.0488	0.5705	0.1000	0.4094	0.1138
C05284	-1.3627	-0.5292	-1.3263	-1.1784	-1.0533	-1.1414
C05285	-0.3002	-0.1335	0.2114	-0.2575	-0.1408	0.1100
C05290	-0.0100	0.0819	-0.2348	-0.0144	0.4998	0.2252
C05291	0.8471	-0.7151	0.4293	-0.4517	-0.7404	-0.3476
C05293	0.3697	-0.1319	-0.9318	0.7116	0.1107	0.3394
C05294	0.4101	-0.4284	-0.2037	-0.2074	0.0572	0.1803
C05295	0.6301	0.1195	-0.1480	-0.3267	0.2195	0.0108
C05296	-0.2147	0.0093	-0.2725	0.3117	0.0255	-0.0195
C05297	0.3300	-0.5557	-0.6933	0.1557	-0.3223	-0.1066
C05298	0.0452	-0.2865	0.1456	-0.4793	0.0154	0.1220
C05299	-0.1291	-0.0225	-0.1402	0.1578	0.5646	-0.0165
C05300	-0.0934	0.0383	0.7482	0.0272	-0.1583	0.3307
C05301	-0.0407	-0.1770	-0.7785	0.1875	0.3729	-0.3048
C05302	0.1755	0.2585	0.2654	0.7977	-0.1272	0.4573
C05306	-0.1884	0.7584	-0.0292	0.0252	0.3431	-0.3507
C05307	0.0040	0.0532	0.3185	-0.2002	-0.0942	-0.0012
C05309	-0.0285	0.4533	-0.0448	-0.5880	-0.1366	0.2582
C05316	0.2172	-0.4530	-0.4521	0.5857	-0.2528	-0.1128
C05322	-0.4441	0.0829	-0.6030	0.0141	-0.2526	0.6957
C05324	-0.2731	-0.2195	1.0759	0.2534	-0.4349	0.1624
C05332	-0.1884	-0.2341	0.2230	-0.2334	-0.3986	-0.4792
C05335	-0.0741	0.2407	0.2576	0.0128	0.0752	0.5508
C05336	0.0676	-0.2645	0.3518	-0.0278	0.0068	-0.0383
C05337	-1.2615	-1.5018	-1.4262	-2.0169	-2.0682	-2.1659
C05338	-0.5449	-0.1750	0.2484	0.9074	-0.0887	0.2508
C05340	0.3028	-0.4425	-0.8240	-0.8226	0.1451	-0.8296
C05341	0.4850	-0.3936	0.3822	0.3975	0.3451	0.3682
C05349	0.7317	1.1025	1.9897	1.6311	2.3846	2.5458
C05350	-0.4705	0.3797	-0.4670	-0.1022	-0.1272	0.1638
C05356	-0.1928	-0.2516	0.3180	-0.1970	-0.6090	-0.0463
C05361	0.1893	0.1359	-0.5580	0.0443	-0.1107	-0.3163
C05366	-0.3548	0.4640	-0.2080	0.3583	-0.2103	-0.1715
C05371	-0.0872	0.1857	-0.2669	-0.0066	0.3639	-0.0340
C05375	-0.2902	0.0930	-0.1569	-0.3099	-0.4543	0.0401
C05377	0.0605	0.1501	0.8448	-0.1084	-0.1577	0.0783
C05379	0.0610	0.2681	-0.0501	-0.2908	-0.0433	-0.1234
C05380	0.3771	0.0771	0.4177	0.1374	-0.0645	-0.1063
C05381	0.1845	0.2510	0.1614	0.9375	0.7234	-0.7197
C05382	1.0626	1.1303	2.3228	1.9075	2.2871	1.6548
C05385	0.3287	-0.3810	-0.7885	0.1237	0.0921	0.3593
C05392	0.5243	0.1614	-0.0210	-0.0307	0.6443	0.1518
C05396	0.1760	-0.2931	-0.0636	-0.4367	-0.1677	-0.5091
C05399	0.2841	0.1572	-0.1675	0.1391	0.7217	0.1262
C05400	-0.2817	-0.2384	-0.1356	-0.2986	-0.4506	-0.4587
C05401	0.3491	0.2548	-0.1888	0.1360	0.0266	-0.5908
C05402	-1.4433	-1.1858	-2.1845	-1.9225	-2.8719	-2.5779
C05404	-0.6128	0.4674	1.0246	0.0647	0.3942	-0.2837
C05411	0.1654	-0.1684	0.1233	0.1832	0.5560	0.1750
C05412	0.2534	0.7765	-0.0011	-0.7411	0.2716	-0.2028
C05414	0.2594	0.3216	0.1611	0.3627	-0.3072	-0.4811
C05421	0.2802	-0.1181	-0.3701	0.2141	-0.5326	0.3368
C05422	0.0470	0.3030	-0.6750	0.4268	-0.3204	-0.6998
C05427	0.8467	0.9900	1.0008	1.5654	1.1707	0.9377
C05430	0.4263	-0.2705	-0.1484	-0.0330	0.1036	-0.0369
C05431	-0.1768	-0.1336	-0.3729	-0.0846	0.3350	-0.1732
C05432	0.9862	1.0446	1.5398	1.2564	1.2186	1.3292
C05433	-0.1682	0.4028	-0.3385	0.1041	0.0065	-0.1982
C05435	0.6070	-0.0358	-0.6365	-0.0702	-0.4319	0.1583
C05437	-0.4250	-0.1696	-0.0323	-0.2501	0.0310	0.0070
C05439	0.0709	-0.4396	-0.2450	-0.0721	0.1908	-0.0619
C05440	-0.2341	-0.4982	0.2601	0.1116	0.2224	0.5607
C05441	-0.5530	-0.5045	-0.2757	-0.0179	-0.1803	0.2845
C05442	0.5393	0.5977	0.0970	0.3699	0.1227	0.0700
C05443	0.3928	0.4007	-0.2691	0.1175	0.3707	-0.6321
C05444	0.7393	1.2780	1.5241	2.0880	2.8494	1.8674
C05445	-1.2740	-0.9721	-1.6196	-1.9996	-2.1311	-2.7475
C05446	0.4133	-0.1058	0.0293	-0.1743	-0.4286	-0.1382
C05447	-0.9059	-1.2605	-1.6706	-1.7810	-1.4792	-2.8844
C05448	1.2636	1.8693	2.6082	1.8615	2.2521	2.3980
C05449	-1.2072	-1.4746	-1.5187	-1.5262	-2.7489	-3.2616
C05451	1.3240	1.2415	0.3002	1.2067	1.1462	1.2595
C05452	0.8142	1.7259	2.0358	2.4470	2.4095	2.2257
C05453	-0.6597	-0.2941	-0.4357	0.5706	-0.0374	-0.0376
C05454	1.3825	1.5950	1.4373	1.9568	2.2536	2.6942
C05455	1.0157	1.1295	1.8083	2.0084	1.7599	3.3753
C05460	1.7271	1.0385	1.8944	1.6886	1.8926	2.1667
C05465	1.6312	1.6084	1.8722	1.7238	1.4547	3.2921
C05466	-1.3743	-1.2023	-2.0624	-1.8603	-2.0023	-2.6719
C05467	0.9106	1.2056	1.9449	2.0398	2.7806	2.1191
C05468	-1.5927	-1.7452	-1.7071	-1.9921	-1.8872	-2.8843
C05469	-0.1854	0.1446	0.1143	-0.0711	-0.2068	-0.2303
C05470	-0.4592	0.5018	-0.3998	-0.3052	0.2633	-0.0734
C05471	-0.1385	-0.4117	-0.8198	-0.1481	-0.0478	-0.2354
C05472	-0.3955	0.6239	0.4680	-0.0698	-0.0602	0.4811
C05473	0.4870	0.0785	-0.1286	0.0795	-0.3560	-0.2714
C05474	-0.1504	-0.0165	-0.1277	0.6426	-0.3460	-0.4560
C05475	0.2691	-0.3750	-0.2830	0.2280	0.1005	0.1681
C05476	-0.3657	-0.3665	-0.2883	0.0804	-0.3428	0.0596
C05477	-0.0026	-0.2460	0.3412	-0.4739	-0.0878	0.2266
C05478	0.8067	-0.1898	-0.0521	-0.0531	0.0796	0.5165
C05479	0.1475	-0.1639	0.0318	-0.0441	0.0378	-0.0755
C05480	0.2651	-0.3309	0.0653	-0.0075	-0.1061	-0.0309
C05481	0.3229	0.3504	-0.0952	0.0971	0.4517	-0.2691
C05482	-0.3366	0.2197	0.3673	-0.3323	-0.0876	-0.3540
C05483	-0.1236	-0.0472	-0.5955	-0.1251	-0.4640	-0.0345
C05484	0.2485	0.4765	-0.3448	-0.0165	-0.4923	0.0526
C05485	0.2673	0.5380	0.0535	-0.0270	0.2988	0.4223
C05487	-0.1471	-0.2320	-0.0885	-0.0540	0.0109	-0.0017
C05488	-0.3723	-0.0573	0.1354	-0.0825	-0.9597	0.3702
C05489	0.0495	-0.0349	0.2279	-0.3650	-0.0648	-0.5699
C05490	0.5240	0.0251	-0.2970	-0.4701	0.3309	-0.2448
C05497	-0.1702	-0.1928	0.3237	-0.2806	0.0318	-0.0328
C05498	-0.3132	-0.0716	-0.0279	0.4849	-0.9114	-0.5335
C05499	0.0730	-0.2501	0.5010	0.3998	0.0323	0.0363
C05500	0.2360	0.0647	0.4094	0.3091	0.3511	-0.1066
C05501	0.1606	0.1055	0.3651	-0.2600	0.5415	0.1244
C05502	-0.7305	0.3243	0.0059	0.1110	0.2721	-0.2065
C05503	-0.5521	0.1029	0.6098	-0.0657	0.1427	0.3129
C05504	-0.2688	-0.3849	0.3044	-0.5798	-0.2104	0.0102
C05512	-1.3231	-1.1470	-1.7598	-1.6828	-2.3976	-2.1421
C05513	-0.0222	-0.2548	0.2731	0.3043	0.0817	-0.6745
C05515	-0.0380	0.1142	-0.0227	0.0032	-0.0554	0.6006
C05516	-0.5302	-0.0859	-0.1562	0.1106	-0.2739	-0.5093
C05519	0.0896	-0.2458	0.3637	0.2081	-0.0427	0.2472
C05524	0.6268	0.5733	0.4445	1.0146	1.4712	0.7179
C05526	0.4651	-0.0913	0.2560	0.0176	0.2345	-0.2660
C05527	-0.1737	0.4472	-0.2102	0.2544	0.2792	-0.1675
C05528	-0.5609	-0.4241	0.3328	-0.0844	-0.4099	-0.2708
C05533	0.0897	-0.0916	-0.1656	0.4608	-0.2828	-0.0958
C05535	-0.1096	0.0456	0.1471	-0.1196	0.1141	0.1869
C05539	0.0786	-0.1414	0.0174	-0.3407	0.0433	-0.8122
C05544	-0.4040	0.2969	-0.2952	0.7790	-0.5460	-0.0718
C05545	0.3977	0.7056	0.0909	-0.2484	0.1233	0.2430
C05546	-0.2105	-0.0899	-0.3274	0.5071	0.2405	0.0003
C05548	0.0903	-1.0725	-1.0694	-0.7711	-0.9593	-1.4257
C05551	0.0170	0.1837	0.4052	-0.4377	-0.0223	0.5897
C05552	0.3870	0.2469	0.8808	1.2102	0.8275	1.5245
C05554	-0.1137	-0.0131	-0.0350	-0.1635	0.1598	0.2616
C05556	-0.4544	-0.1248	-0.2548	-0.5393	0.3331	-0.4567
C05557	0.1199	-0.0238	0.2714	0.0015	-0.3677	-0.1418
C05560	0.1406	0.2212	-0.0024	-0.7226	-0.1209	-0.1089
C05565	-0.4647	-0.3332	-0.2521	-0.6483	0.7098	-0.0838
C05568	-0.7084	-0.8284	-0.4219	-1.1201	-0.7506	-1.2709
C05570	-0.1904	-0.2511	0.2957	-0.2756	0.2533	0.0082
C05571	-1.1398	-1.1729	-1.2615	-1.2184	-1.7268	-1.4183
C05572	-0.6218	0.0963	-0.2809	-0.0973	-0.0361	-0.0107
C05575	-0.3472	-0.5844	0.3963	0.4934	0.5990	-0.2541
C05576	-0.0989	-0.1136	-0.5733	0.2058	0.1755	-0.1656
C05577	0.1405	-0.2609	-0.8727	0.4407	0.3935	0.9163
C05578	0.2533	1.0682	0.4966	1.6764	1.1175	1.4971
C05579	0.4698	0.3428	-0.0525	-0.1663	0.2682	0.0817
C05580	0.0615	0.1796	-0.9143	-0.3500	-0.0337	-0.3558
C05581	0.3526	-0.3250	-0.4570	0.2645	-0.3001	-0.1520
C05582	0.3790	-0.3587	0.0911	0.3342	0.2482	-0.3754
C05583	-0.0840	-0.5661	-0.1589	0.2773	0.1187	0.5614
C05584	-0.1494	0.7025	-0.0037	-0.0231	0.0642	0.2271
C05585	0.3807	0.8131	-0.3383	-0.0119	-0.2278	-0.1999
C05587	0.6759	-0.4532	0.0583	0.1009	-0.1504	-0.6837
C05588	-0.2384	0.0572	0.3101	0.1880	-0.1830	-0.0626
C05589	0.0031	-0.1484	-0.0445	-0.1163	0.9242	-0.2174
C05593	0.2428	-0.4750	0.3087	-0.1275	-0.0971	0.3530
C05594	0.3431	-0.1846	-0.2899	0.3683	-0.5021	-0.1161
C05595	-0.0718	-0.0596	-0.1343	0.5852	0.4693	-0.0848
C05596	-0.5651	-0.8040	-0.1474	0.1846	-0.5627	0.3308
C05598	0.6421	1.4965	0.3913	1.6279	0.7704	1.3530
C05600	0.2277	-0.4578	0.1355	-0.0007	-0.2805	0.5020
C05604	0.4725	-0.1167	0.3278	-0.0173	-0.2782	-0.3812
C05606	-0.1626	0.3565	-0.3240	-0.0264	0.4029	-0.2957
C05607	0.0579	-0.1407	0.0583	0.0912	-0.5146	0.0523
C05608	0.1677	-0.1312	0.0787	-0.4980	-0.0648	0.4261
C05610	-0.0270	-0.0254	-0.0279	-0.3067	0.3166	0.0755
C05619	0.2234	0.4388	-0.2274	0.0907	0.1487	-0.1845
C05620	0.0187	0.1768	-0.5241	-0.1260	-0.0705	0.3049
C05623	0.1762	-0.3617	-0.3110	-0.0515	-0.5085	-0.0715
C05625	0.2250	0.7815	0.2296	-0.2316	0.2112	-0.4262
C05629	-0.0418	-0.5421	0.0053	0.5521	-0.3653	0.4390
C05631	-0.3049	-0.4375	-0.5427	-0.1875	-0.6909	0.7939
C05634	-0.5296	0.1493	-0.3017	-0.3616	0.6736	-0.0038
C05635	-1.0345	-0.2608	-0.0753	0.3041	0.1346	-0.2005
C05636	0.2023	-0.2543	0.2233	-0.0768	0.0995	0.3856
C05637	0.3759	0.0246	-0.1901	-0.6820	0.4568	0.4734
C05638	-0.0986	-0.1800	-0.5893	-0.1759	0.0484	0.1071
C05639	-0.4041	0.4672	-0.0595	0.1124	0.4076	-0.2655
C05640	0.2683	-0.0023	-0.4486	0.3264	0.0052	0.8824
C05641	0.4420	-0.3676	-0.3620	0.7188	-0.0398	-0.1571
C05642	0.4203	-0.4685	-0.4079	-0.2196	0.0071	-0.2168
C05643	0.3510	0.0751	-0.2286	-0.2704	-0.0722	-0.0162
C05644	0.1958	0.5539	-0.0683	0.7556	-0.0037	-0.4779
C05645	-0.0187	0.4610	-0.0784	-0.0610	-0.8647	0.3269
C05646	0.0057	-0.1054	-0.5239	0.2136	-0.0661	-0.3205
C05647	-0.0254	-0.1526	0.1212	0.0535	-0.2982	-0.2330
C05648	0.0214	-0.2823	-0.1923	0.0128	-0.2453	0.0155
C05651	-0.1341	0.2733	0.3616	-0.2413	-0.4682	0.3906
C05652	0.9701	-0.2870	0.0914	-0.2739	-0.2235	0.5877
C05653	0.0700	0.3848	0.1637	0.1152	-0.3037	0.1993
C05654	-0.5320	-0.2088	-0.0588	-0.3809	0.6517	-0.5221
C05655	0.3915	0.3064	0.3630	0.0353	-0.2308	0.9876
C05656	0.4238	0.2718	0.0308	-0.2136	-0.6401	-0.5274
C05658	0.0412	0.7844	-0.0222	-0.0134	-0.5924	0.2043
C05659	0.4894	0.3105	-0.1811	-0.1680	0.0044	-0.1056
C05660	-0.5418	0.4901	0.0911	-0.2803	-0.3709	0.5231
C05662	0.5100	-0.3024	0.0106	-0.2184	0.9879	-0.0617
C05663	0.0636	-0.1027	0.1135	-0.7793	0.1162	0.2730
C05665	-0.1649	-0.5316	0.1586	-0.5860	-0.2436	0.4556
C05668	-0.5716	-0.2461	0.1808	-0.6238	-0.1535	0.1933
C05669	0.0902	0.2632	-0.1698	0.3434	0.2225	0.1175
C05670	-0.0964	-0.2085	-0.1235	0.2936	-0.5010	-0.1119
C05672	-0.5191	-0.4141	0.3495	-0.9356	-0.3506	-0.5297
C05673	-0.2911	-0.3325	0.0424	-0.6095	0.0360	0.2822
C05674	0.1908	0.2743	0.6449	0.5962	0.2164	-0.1810
C05675	0.1893	0.0899	-0.2663	-0.2670	-0.5675	-0.0671
C05676	-0.3379	-0.2959	-0.0650	-0.4958	-0.8223	-0.0105
C05677	0.2393	-0.2282	-0.2094	-0.0456	0.1021	0.0107
C05678	0.6055	0.1302	0.3075	0.4948	-0.0975	0.2304
C05679	-0.0468	0.2930	0.2506	0.4011	-0.1125	0.1489
C05680	0.4411	0.1797	-0.1810	-0.0894	-0.7924	0.3219
C05681	1.5827	1.7622	2.1838	1.9146	2.6894	2.4198
C05682	0.0752	-0.5446	0.2314	0.3306	0.0181	0.3758
C05683	1.0473	0.8261	0.7818	0.8716	0.7230	1.8129
C05684	-0.0536	-0.3486	-0.2626	0.2043	-0.5164	0.8241
C05686	-0.3358	-0.1629	-0.0772	0.2110	0.0343	-0.5241
C05688	0.1559	-0.0051	0.0361	-0.2118	0.1648	0.0724
C05689	0.1488	0.0775	-0.0657	-0.3508	0.1820	-0.0626
C05690	-0.2569	0.4615	0.7395	0.0875	-0.2038	0.1237
C05695	-0.5774	0.1491	-0.5748	-0.8471	-0.8537	-1.4856
C05697	-0.4498	-0.5766	0.5509	-0.0724	-0.0960	0.1838
C05698	-0.9233	-0.5953	0.6634	0.3256	0.4220	0.7085
C05699	0.1446	-0.3949	0.0521	0.3149	-0.1496	-0.0230
C05703	-0.0631	0.1277	-0.3409	0.5495	0.0644	-0.0919
C05714	0.0316	0.4627	-0.0634	-0.0940	-0.1605	0.0317
C05715	0.0966	-0.1348	0.0840	-0.1904	-0.3992	0.0104
C05726	-0.1744	-0.9798	-1.4564	-1.1105	-0.4457	-1.7797
