RegulatorID	Batch_1_Ctr_0H	Batch_2_Ctr_0H	Batch_4_Ctr_0H	Batch_1_Ctr_2H	Batch_3_Ctr_2H	Batch_4_Ctr_2H	Batch_1_Ctr_6H	Batch_3_Ctr_6H	Batch_4_Ctr_6H	Batch_1_Ctr_12H	Batch_3_Ctr_12H	Batch_4_Ctr_12H	Batch_1_Ctr_18H	Batch_3_Ctr_18H	Batch_4_Ctr_18H	Batch_1_Ctr_24H	Batch_3_Ctr_24H	Batch_4_Ctr_24H	Batch_1_Ik_0H	Batch_2_Ik_0H	Batch_4_Ik_0H	Batch_1_Ik_2H	Batch_3_Ik_2H	Batch_4_Ik_2H	Batch_1_Ik_6H	Batch_3_Ik_6H	Batch_4_Ik_6H	Batch_1_Ik_12H	Batch_3_Ik_12H	Batch_4_Ik_12H	Batch_1_Ik_18H	Batch_3_Ik_18H	Batch_4_Ik_18H	Batch_1_Ik_24H	Batch_3_Ik_24H	Batch_4_Ik_24H
Trim28	16.489839	16.542749	16.602639	16.443897	16.478506	16.281227	16.393319	16.328294	16.315585	16.643561	16.544367	16.512633	16.578096	16.443010	16.271707	16.557079	16.602652	16.465372	16.608665	16.576784	16.721413	16.476553	16.525781	16.282031	16.507116	16.337581	16.397263	16.454564	16.278488	16.366666	16.447165	16.298996	16.577191	16.127248	16.150542	16.035598
Trps1	7.894247	7.943227	7.946367	6.635749	7.668955	7.184557	7.390542	6.994299	7.247401	7.768655	8.119857	7.545611	7.736234	7.214217	6.371746	7.763270	7.909367	7.224301	8.654542	8.548058	8.875694	8.239986	8.396781	7.059228	8.838458	8.883448	9.405430	9.015924	8.934558	9.409911	8.979662	8.550723	8.824835	9.047479	8.638451	8.596405
Trrap	13.335812	13.255522	13.523310	13.305694	13.354895	12.881283	12.775642	13.094582	12.983762	13.372355	13.222442	12.999639	13.335549	13.085582	12.673386	13.272879	13.125879	12.891989	13.702980	13.691171	13.736902	13.592515	13.523492	13.048815	13.709720	13.457834	13.329560	13.575584	13.430554	13.509575	13.991183	13.911408	13.967224	14.038476	13.913135	13.927245
Tsg101	13.844735	13.881229	13.855540	13.956282	13.847205	13.834092	13.971038	13.772246	13.823561	13.932670	13.887361	13.823686	13.804089	13.625080	14.041610	13.950653	13.879897	14.167255	13.785666	13.531114	13.776335	13.815806	13.903231	14.055182	14.297449	14.101918	14.266067	14.437514	14.429221	14.789343	14.476652	14.347633	14.392645	14.430612	14.491184	14.482431
Ttf2	12.709703	12.724889	13.038705	13.024833	12.884690	12.824048	12.669521	12.749796	12.591733	12.974149	12.911919	12.834525	12.959797	12.911502	12.660549	12.853700	12.791200	12.742840	12.735790	12.726983	12.868741	12.765262	12.743029	12.473763	12.829744	12.698226	12.577115	12.670680	12.583768	12.235143	12.686370	12.767144	12.616730	12.374805	11.884632	12.201644
Ube2k	13.814206	14.083413	13.871894	13.818560	13.958995	14.215218	14.313126	14.081976	14.357253	13.893370	13.986608	14.168131	13.903197	13.936333	14.246033	13.897690	14.145237	14.246642	13.961522	13.952448	13.980682	13.962174	13.987923	14.153146	13.713205	13.766770	14.028456	13.661006	13.782995	13.887693	13.334586	13.294516	13.238210	13.136739	13.392144	13.275523
Usf1	12.755161	12.786291	12.615269	12.483395	12.531535	12.667630	12.806445	12.745628	12.827875	12.426869	12.531107	12.631666	12.430635	12.581267	12.647768	12.562484	12.333851	12.393784	12.880938	12.835741	12.467422	12.777062	12.854794	13.100156	13.033958	13.359130	13.554270	13.507408	13.207844	13.277852	13.607581	13.688361	13.953665	13.774595	13.712255	13.936254
Usf2	13.738416	13.784858	13.585087	13.498415	13.668659	13.814178	13.699870	13.781956	13.812138	13.553376	13.665125	13.755282	13.675563	13.758822	13.994418	13.576369	13.747173	13.613862	13.817642	13.912016	13.723916	14.004798	13.872090	14.009793	13.880262	13.923677	13.960903	13.899844	13.948004	13.931869	13.886474	13.853786	13.936007	13.772628	13.852483	13.901070
Vdr	7.141495	7.790538	7.906630	7.534943	7.474775	6.097625	7.516319	7.312336	5.707827	8.093984	8.020930	7.704510	7.932565	7.397923	8.031465	8.032838	7.597286	7.943696	9.414788	8.703531	9.249458	8.447788	8.489791	8.397223	8.187932	6.848026	7.018342	5.685555	7.051307	7.402174	5.997834	5.469961	5.363135	5.368687	5.409764	4.824235
Vezf1	12.143425	11.856304	12.011297	11.979450	11.937008	11.405056	11.807731	11.645270	11.427341	12.047670	11.874959	11.580792	11.851863	11.591482	11.397264	11.844537	11.977893	11.687135	12.252445	12.136851	12.121697	11.903628	11.961393	11.264657	12.135794	11.891435	11.579914	12.165012	12.257288	12.402995	12.899016	12.723248	12.940260	13.073288	12.973584	13.094053
Vhl	10.500109	10.375617	10.307664	10.613964	10.582775	10.080263	10.247392	10.362221	10.504798	10.491629	10.364792	10.346884	10.426465	10.290861	10.155834	10.472821	10.319771	10.386682	10.889066	10.616061	10.506248	10.695933	10.773351	10.401793	10.737029	10.809751	10.416821	10.937201	10.527637	10.935411	11.452422	11.124743	11.253322	11.516873	11.248153	11.445788
Xbp1	12.656409	12.595854	12.482907	12.617773	12.543746	12.757984	12.781685	12.688047	12.792620	12.456818	12.697298	12.526452	12.712124	12.742141	12.913399	12.724190	12.749604	12.659260	13.214099	13.429492	12.945294	13.511072	13.487381	13.667205	13.226192	13.383739	13.626767	13.635635	13.371496	13.362357	13.940456	13.862825	13.979657	14.451408	14.440517	14.043507
Xpc	11.625899	11.514194	11.775632	11.479607	11.602576	11.572572	11.091503	11.422557	11.100539	11.409907	11.535598	11.328478	11.442305	11.676153	11.270728	11.452567	11.385450	11.262836	11.660308	11.774511	11.737481	11.758277	11.563259	11.837699	11.320474	11.462586	11.536219	11.258374	11.227859	11.006075	11.458784	11.748210	11.798511	12.044273	11.515729	11.974190
Xrcc5	12.776649	12.758076	12.984656	13.067972	12.905375	12.802245	12.848340	12.875218	12.855194	12.945724	12.910011	12.899864	13.082499	13.258654	12.799652	12.823580	12.902580	12.541934	12.645975	12.990781	12.839253	12.880479	12.587961	12.430990	12.447106	11.966930	12.077592	12.181396	12.229163	11.435446	12.309796	12.225697	12.276255	11.834090	12.049483	12.190395
Xrcc6	13.050431	12.957332	13.067767	12.874349	12.997844	13.025141	12.597203	13.081070	13.133684	12.903363	13.119753	12.991052	13.014475	13.349088	13.004403	12.988771	13.087733	12.850152	12.760287	13.002889	12.772620	13.080177	12.841480	13.066512	12.648039	12.701835	12.916690	13.604203	13.246598	13.018697	14.335085	14.406834	14.583501	14.865406	14.658256	14.995417
Ybx1	17.787380	17.981668	17.689111	17.548376	17.787779	17.812227	17.729002	17.852937	17.946436	17.607151	17.783927	17.787769	17.583817	17.783101	17.938439	17.724316	17.852227	17.861144	17.540039	17.658921	17.604935	17.557801	17.738477	17.916827	17.440496	17.709214	17.699858	17.574289	17.704365	17.893215	16.894844	17.020436	16.994741	16.470058	16.808246	16.604766
Yy1	13.306743	13.216981	13.381693	13.214008	13.187782	12.802605	12.721073	12.892327	12.572293	13.151255	13.108203	12.730619	13.230753	13.169338	12.745130	13.068215	13.050205	12.625673	13.417817	13.597164	13.499760	13.314592	13.166575	12.965634	13.268225	12.968985	13.107258	12.841152	12.843387	12.674660	13.163276	13.238808	13.441963	13.268474	13.113819	13.327234
Zbtb17	12.622971	12.568342	12.635896	12.758856	12.651832	12.884978	12.519777	12.631319	12.843062	12.600649	12.679387	12.746777	12.800737	12.782969	13.013989	12.812679	12.714172	12.826336	12.377907	12.447600	12.416559	12.591591	12.526886	12.772345	12.475192	12.595860	12.826944	12.858931	12.583530	12.777904	12.993565	13.007029	13.108520	13.134276	12.961189	13.193518
Zbtb33	11.157555	11.071508	11.563372	11.279677	11.211127	9.892876	10.326851	10.501661	9.857606	11.375357	11.195369	10.581507	11.109942	10.805160	9.451621	11.233688	11.091480	10.866010	11.266446	11.146239	11.489189	10.816736	10.509935	9.656737	11.139657	10.870316	9.651674	11.046890	10.868078	10.400513	11.567087	11.684643	11.583793	11.569261	11.389985	11.604113
Zbtb7a	12.953369	12.788987	13.110405	13.010236	13.067427	12.487532	12.531283	12.664961	12.253648	12.887853	12.833852	12.513570	12.828689	12.732336	12.234365	12.618005	12.696928	12.327429	12.918717	12.959918	13.003027	13.234194	13.091589	12.484889	13.256232	13.022628	12.545802	12.868843	13.206055	12.844307	13.071855	13.228623	12.958431	13.390451	13.176865	13.257874
Zeb1	12.036762	12.015730	12.274653	11.971262	12.032365	11.934488	12.210558	12.017533	11.871395	12.115727	12.279299	11.988456	12.274687	12.272601	11.816526	12.220758	12.221882	11.683131	12.094330	12.219811	12.450900	12.493182	12.454723	12.322250	12.509475	12.348885	12.313462	12.146273	12.487666	12.376655	11.910419	12.031774	11.764520	12.135892	11.934211	12.078425
Zfp263	11.984408	11.907593	11.982772	12.073998	12.013823	12.180083	11.680804	12.024071	12.005771	11.888244	11.722389	12.000466	12.017136	12.082352	11.838969	11.900762	11.788632	11.786668	12.061444	12.268578	12.067392	12.132167	12.154627	12.159560	11.960194	12.028916	11.676172	12.012044	11.993451	11.784092	11.899272	12.112481	12.189721	12.052064	12.093197	12.238221
Zfp277	11.445621	11.593465	11.211982	11.732618	11.567406	12.033567	11.992901	11.784375	12.403123	11.725629	11.485797	11.849763	11.868390	11.963092	12.479041	11.623700	11.776044	11.373946	11.270951	11.490851	11.222142	11.610065	11.775039	11.867299	11.863065	11.670432	12.119615	11.860347	11.709261	12.065899	12.064373	11.716052	12.137248	12.185931	12.445205	12.352777
Zfp36	13.680060	13.154100	13.774141	14.551204	14.123274	12.891528	14.239165	13.708908	12.839547	14.234660	14.175216	13.182475	14.585891	13.982436	12.919107	14.482257	14.437980	13.763516	12.576337	12.450630	13.171960	14.296999	14.045870	13.041418	14.879061	14.305170	13.517478	15.251448	15.640959	15.175558	16.143958	16.371402	16.048869	16.124497	16.291876	16.046878
Zfp384	12.500050	12.672039	12.485774	12.517638	12.607235	12.953964	13.082570	12.733380	13.089720	12.501868	12.605106	12.807796	12.563973	12.566742	12.949354	12.768141	12.636259	12.941939	12.243555	12.343040	12.403669	12.640867	12.769024	13.131355	12.611871	12.809696	12.872257	12.841887	13.087746	12.996395	12.753830	12.714987	12.541213	12.610991	12.830329	12.771189
Zfp64	14.076113	14.087089	14.159008	14.248508	14.318242	14.060308	14.332011	14.202645	14.002836	14.084800	14.218097	14.033111	14.109371	13.978654	14.037934	14.133060	14.107761	14.322137	13.935714	13.759546	13.951053	13.354994	13.582013	13.608772	13.536145	13.519247	13.457224	13.884303	13.879387	13.803475	13.882822	13.829474	13.765906	13.661934	13.671282	13.569204
Zfpm1	15.289223	15.139643	15.194107	15.520046	15.494762	15.255019	15.387217	15.151240	15.047196	15.306262	15.105017	14.995884	15.234628	14.906346	15.058490	15.212570	15.045213	15.186962	14.812893	14.757103	14.905209	14.605838	14.657775	14.535770	14.490892	14.211913	14.105889	14.869696	14.889802	14.881160	15.939671	15.791716	15.813863	16.342137	16.314762	16.020827
Zhx3	10.717252	10.849397	10.803426	10.750104	10.743962	10.271339	10.794901	10.514437	10.225844	10.880314	10.843054	10.575706	10.789940	10.518811	10.821459	10.657518	10.598851	11.069840	10.585855	10.209676	10.458392	10.625757	10.610775	10.567942	10.999875	10.733251	10.876478	10.817745	10.656469	10.576740	11.114729	10.925078	10.888451	11.117647	10.951063	10.963440
Zrsr1	9.064259	8.673306	8.599848	8.721145	8.741546	9.445438	8.769661	9.111178	9.078909	8.279615	8.662625	8.454387	8.761397	9.171546	8.079768	8.506858	8.631484	7.845193	8.046176	8.644742	8.418367	9.368536	9.066513	9.453273	9.204436	9.805826	9.782483	10.062259	10.048678	9.485416	9.751849	10.020768	9.870159	10.175119	9.895261	10.158556
